mask,bbdc3,bbdc4
2023 01 04 12 24 00.000,12.49,13.83
2023 01 04 12 25 00.000,12.49,13.84
2023 01 04 12 26 00.000,12.53,13.84
2023 01 04 12 27 00.000,12.53,13.84
2023 01 04 12 28 00.000,12.53,13.83
2023 01 04 12 29 00.000,12.53,13.84
2023 01 04 12 30 00.000,12.53,13.83
2023 01 04 12 31 00.000,12.53,13.82
2023 01 04 12 32 00.000,12.51,13.84
2023 01 04 12 33 00.000,12.51,13.84
2023 01 04 12 34 00.000,12.51,13.83
2023 01 04 12 35 00.000,12.49,13.82
2023 01 04 12 36 00.000,12.49,13.82
2023 01 04 12 37 00.000,12.49,13.83
2023 01 04 12 38 00.000,12.49,13.83
2023 01 04 12 39 00.000,12.51,13.83
2023 01 04 12 40 00.000,12.48,13.76
2023 01 04 12 41 00.000,12.48,13.77
2023 01 04 12 42 00.000,12.48,13.75
2023 01 04 12 43 00.000,12.48,13.73
2023 01 04 12 44 00.000,12.48,13.73
2023 01 04 12 45 00.000,12.44,13.72
2023 01 04 12 46 00.000,12.44,13.73
2023 01 04 12 47 00.000,12.44,13.73
2023 01 04 12 48 00.000,12.44,13.72
2023 01 04 12 49 00.000,12.44,13.71
2023 01 04 12 50 00.000,12.42,13.68
2023 01 04 12 51 00.000,12.42,13.68
2023 01 04 12 52 00.000,12.42,13.67
2023 01 04 12 53 00.000,12.42,13.68
2023 01 04 12 54 00.000,12.42,13.67
2023 01 04 12 55 00.000,12.43,13.67
2023 01 04 12 56 00.000,12.43,13.68
2023 01 04 12 57 00.000,12.43,13.68
2023 01 04 12 58 00.000,12.43,13.72
2023 01 04 12 59 00.000,12.46,13.74
2023 01 04 13 00 00.000,12.51,13.81
2023 01 04 13 01 00.000,12.53,13.83
2023 01 04 13 02 00.000,12.54,13.86
2023 01 04 13 03 00.000,12.53,13.87
2023 01 04 13 04 00.000,12.51,13.83
2023 01 04 13 05 00.000,12.5,13.84
2023 01 04 13 06 00.000,12.53,13.85
2023 01 04 13 07 00.000,12.52,13.84
2023 01 04 13 08 00.000,12.52,13.87
2023 01 04 13 09 00.000,12.57,13.89
2023 01 04 13 10 00.000,12.57,13.89
2023 01 04 13 11 00.000,12.57,13.87
2023 01 04 13 12 00.000,12.55,13.87
2023 01 04 13 13 00.000,12.55,13.89
2023 01 04 13 14 00.000,12.58,13.88
2023 01 04 13 15 00.000,12.56,13.87
2023 01 04 13 16 00.000,12.57,13.88
2023 01 04 13 17 00.000,12.55,13.87
2023 01 04 13 18 00.000,12.53,13.87
2023 01 04 13 19 00.000,12.54,13.87
2023 01 04 13 20 00.000,12.52,13.83
2023 01 04 13 21 00.000,12.52,13.83
2023 01 04 13 22 00.000,12.49,13.81
2023 01 04 13 23 00.000,12.49,13.79
2023 01 04 13 24 00.000,12.49,13.78
2023 01 04 13 25 00.000,12.51,13.79
2023 01 04 13 26 00.000,12.5,13.79
2023 01 04 13 27 00.000,12.52,13.8
2023 01 04 13 28 00.000,12.52,13.81
2023 01 04 13 29 00.000,12.52,13.82
2023 01 04 13 30 00.000,12.52,13.83
2023 01 04 13 31 00.000,12.54,13.83
2023 01 04 13 32 00.000,12.55,13.84
2023 01 04 13 33 00.000,12.55,13.85
2023 01 04 13 34 00.000,12.55,13.84
2023 01 04 13 35 00.000,12.52,13.81
2023 01 04 13 36 00.000,12.52,13.82
2023 01 04 13 37 00.000,12.52,13.82
2023 01 04 13 38 00.000,12.52,13.82
2023 01 04 13 39 00.000,12.52,13.83
2023 01 04 13 40 00.000,12.51,13.79
2023 01 04 13 41 00.000,12.51,13.78
2023 01 04 13 42 00.000,12.51,13.78
2023 01 04 13 43 00.000,12.51,13.77
2023 01 04 13 44 00.000,12.51,13.77
2023 01 04 13 45 00.000,12.49,13.73
2023 01 04 13 46 00.000,12.47,13.73
2023 01 04 13 47 00.000,12.47,13.75
2023 01 04 13 48 00.000,12.47,13.74
2023 01 04 13 49 00.000,12.5,13.76
2023 01 04 13 50 00.000,12.5,13.78
2023 01 04 13 51 00.000,12.5,13.78
2023 01 04 13 52 00.000,12.5,13.79
2023 01 04 13 53 00.000,12.5,13.79
2023 01 04 13 54 00.000,12.51,13.79
2023 01 04 13 55 00.000,12.51,13.79
2023 01 04 13 56 00.000,12.51,13.81
2023 01 04 13 57 00.000,12.53,13.81
2023 01 04 13 58 00.000,12.52,13.84
2023 01 04 13 59 00.000,12.55,13.84
2023 01 04 14 00 00.000,12.55,13.84
2023 01 04 14 01 00.000,12.56,13.85
2023 01 04 14 02 00.000,12.56,13.85
2023 01 04 14 03 00.000,12.56,13.88
2023 01 04 14 04 00.000,12.58,13.87
2023 01 04 14 05 00.000,12.56,13.87
2023 01 04 14 06 00.000,12.56,13.88
2023 01 04 14 07 00.000,12.56,13.89
2023 01 04 14 08 00.000,12.57,13.89
2023 01 04 14 09 00.000,12.57,13.89
2023 01 04 14 10 00.000,12.58,13.9
2023 01 04 14 11 00.000,12.6,13.89
2023 01 04 14 12 00.000,12.57,13.9
2023 01 04 14 13 00.000,12.58,13.9
2023 01 04 14 14 00.000,12.56,13.88
2023 01 04 14 15 00.000,12.56,13.88
2023 01 04 14 16 00.000,12.58,13.91
2023 01 04 14 17 00.000,12.59,13.89
2023 01 04 14 18 00.000,12.57,13.88
2023 01 04 14 19 00.000,12.57,13.89
2023 01 04 14 20 00.000,12.57,13.89
2023 01 04 14 21 00.000,12.57,13.9
2023 01 04 14 22 00.000,12.57,13.88
2023 01 04 14 23 00.000,12.56,13.87
2023 01 04 14 24 00.000,12.55,13.88
2023 01 04 14 25 00.000,12.55,13.88
2023 01 04 14 26 00.000,12.57,13.9
2023 01 04 14 27 00.000,12.57,13.9
2023 01 04 14 28 00.000,12.57,13.9
2023 01 04 14 29 00.000,12.57,13.9
2023 01 04 14 30 00.000,12.57,13.9
2023 01 04 14 31 00.000,12.57,13.9
2023 01 04 14 32 00.000,12.58,13.92
2023 01 04 14 33 00.000,12.58,13.93
2023 01 04 14 34 00.000,12.59,13.93
2023 01 04 14 35 00.000,12.58,13.93
2023 01 04 14 36 00.000,12.58,13.93
2023 01 04 14 37 00.000,12.58,13.94
2023 01 04 14 38 00.000,12.6,13.97
2023 01 04 14 39 00.000,12.6,13.97
2023 01 04 14 40 00.000,12.6,13.96
2023 01 04 14 41 00.000,12.61,13.98
2023 01 04 14 42 00.000,12.61,13.98
2023 01 04 14 43 00.000,12.61,14.01
2023 01 04 14 44 00.000,12.66,14.01
2023 01 04 14 45 00.000,12.66,14.01
2023 01 04 14 46 00.000,12.67,14.04
2023 01 04 14 47 00.000,12.66,14.04
2023 01 04 14 48 00.000,12.67,14.03
2023 01 04 14 49 00.000,12.66,14.02
2023 01 04 14 50 00.000,12.64,13.99
2023 01 04 14 51 00.000,12.64,13.97
2023 01 04 14 52 00.000,12.62,13.96
2023 01 04 14 53 00.000,12.63,13.97
2023 01 04 14 54 00.000,12.63,13.97
2023 01 04 14 55 00.000,12.63,13.97
2023 01 04 14 56 00.000,12.65,13.99
2023 01 04 14 57 00.000,12.65,14
2023 01 04 14 58 00.000,12.65,14
2023 01 04 14 59 00.000,12.65,13.99
2023 01 04 15 00 00.000,12.63,13.98
2023 01 04 15 01 00.000,12.61,13.96
2023 01 04 15 02 00.000,12.61,13.95
2023 01 04 15 03 00.000,12.61,13.97
2023 01 04 15 04 00.000,12.63,13.98
2023 01 04 15 05 00.000,12.62,13.97
2023 01 04 15 06 00.000,12.62,13.98
2023 01 04 15 07 00.000,12.62,13.98
2023 01 04 15 08 00.000,12.62,13.98
2023 01 04 15 09 00.000,12.62,13.96
2023 01 04 15 10 00.000,12.61,13.96
2023 01 04 15 11 00.000,12.61,13.95
2023 01 04 15 12 00.000,12.6,13.95
2023 01 04 15 13 00.000,12.61,13.94
2023 01 04 15 14 00.000,12.61,13.94
2023 01 04 15 15 00.000,12.61,13.95
2023 01 04 15 16 00.000,12.62,13.96
2023 01 04 15 17 00.000,12.61,13.94
2023 01 04 15 18 00.000,12.61,13.95
2023 01 04 15 19 00.000,12.61,13.95
2023 01 04 15 20 00.000,12.61,13.95
2023 01 04 15 21 00.000,12.61,13.94
2023 01 04 15 22 00.000,12.61,13.95
2023 01 04 15 23 00.000,12.6,13.94
2023 01 04 15 24 00.000,12.6,13.93
2023 01 04 15 25 00.000,12.6,13.94
2023 01 04 15 26 00.000,12.6,13.94
2023 01 04 15 27 00.000,12.6,13.94
2023 01 04 15 28 00.000,12.59,13.94
2023 01 04 15 29 00.000,12.59,13.94
2023 01 04 15 30 00.000,12.59,13.94
2023 01 04 15 31 00.000,12.59,13.94
2023 01 04 15 32 00.000,12.59,13.95
2023 01 04 15 33 00.000,12.6,13.95
2023 01 04 15 34 00.000,12.6,13.95
2023 01 04 15 35 00.000,12.61,13.94
2023 01 04 15 36 00.000,12.61,13.93
2023 01 04 15 37 00.000,12.61,13.94
2023 01 04 15 38 00.000,12.61,13.94
2023 01 04 15 39 00.000,12.61,13.95
2023 01 04 15 40 00.000,12.61,13.94
2023 01 04 15 41 00.000,12.6,13.93
2023 01 04 15 42 00.000,12.6,13.93
2023 01 04 15 43 00.000,12.6,13.92
2023 01 04 15 44 00.000,12.58,13.92
2023 01 04 15 45 00.000,12.57,13.89
2023 01 04 15 46 00.000,12.58,13.92
2023 01 04 15 47 00.000,12.58,13.92
2023 01 04 15 48 00.000,12.59,13.94
2023 01 04 15 49 00.000,12.6,13.95
2023 01 04 15 50 00.000,12.6,13.97
2023 01 04 15 51 00.000,12.6,13.96
2023 01 04 15 52 00.000,12.6,13.96
2023 01 04 15 53 00.000,12.61,13.97
2023 01 04 15 54 00.000,12.61,13.97
2023 01 04 15 55 00.000,12.62,13.96
2023 01 04 15 56 00.000,12.6,13.96
2023 01 04 15 57 00.000,12.62,14
2023 01 04 15 58 00.000,12.65,14.01
2023 01 04 15 59 00.000,12.62,13.98
2023 01 04 16 00 00.000,12.63,14
2023 01 04 16 01 00.000,12.62,13.98
2023 01 04 16 02 00.000,12.62,13.96
2023 01 04 16 03 00.000,12.59,13.96
2023 01 04 16 04 00.000,12.59,13.96
2023 01 04 16 05 00.000,12.62,13.99
2023 01 04 16 06 00.000,12.62,13.99
2023 01 04 16 07 00.000,12.62,13.97
2023 01 04 16 08 00.000,12.61,13.96
2023 01 04 16 09 00.000,12.61,13.94
2023 01 04 16 10 00.000,12.58,13.94
2023 01 04 16 11 00.000,12.58,13.94
2023 01 04 16 12 00.000,12.57,13.94
2023 01 04 16 13 00.000,12.59,13.95
2023 01 04 16 14 00.000,12.59,13.95
2023 01 04 16 15 00.000,12.61,13.97
2023 01 04 16 16 00.000,12.6,13.97
2023 01 04 16 17 00.000,12.6,13.97
2023 01 04 16 18 00.000,12.6,13.97
2023 01 04 16 19 00.000,12.6,13.98
2023 01 04 16 20 00.000,12.62,13.99
2023 01 04 16 21 00.000,12.61,13.98
2023 01 04 16 22 00.000,12.6,13.96
2023 01 04 16 23 00.000,12.6,13.96
2023 01 04 16 24 00.000,12.6,13.97
2023 01 04 16 25 00.000,12.58,13.95
2023 01 04 16 26 00.000,12.6,13.93
2023 01 04 16 27 00.000,12.58,13.95
2023 01 04 16 28 00.000,12.59,13.94
2023 01 04 16 29 00.000,12.57,13.93
2023 01 04 16 30 00.000,12.57,13.94
2023 01 04 16 31 00.000,12.57,13.92
2023 01 04 16 32 00.000,12.58,13.92
2023 01 04 16 33 00.000,12.58,13.93
2023 01 04 16 34 00.000,12.57,13.93
2023 01 04 16 35 00.000,12.57,13.92
2023 01 04 16 36 00.000,12.58,13.92
2023 01 04 16 37 00.000,12.58,13.91
2023 01 04 16 38 00.000,12.58,13.92
2023 01 04 16 39 00.000,12.59,13.93
2023 01 04 16 40 00.000,12.59,13.92
2023 01 04 16 41 00.000,12.59,13.93
2023 01 04 16 42 00.000,12.59,13.92
2023 01 04 16 43 00.000,12.57,13.93
2023 01 04 16 44 00.000,12.57,13.92
2023 01 04 16 45 00.000,12.59,13.92
2023 01 04 16 46 00.000,12.59,13.93
2023 01 04 16 47 00.000,12.59,13.94
2023 01 04 16 48 00.000,12.6,13.95
2023 01 04 16 49 00.000,12.6,13.94
2023 01 04 16 50 00.000,12.6,13.95
2023 01 04 16 51 00.000,12.61,13.96
2023 01 04 16 52 00.000,12.61,13.97
2023 01 04 16 53 00.000,12.62,13.97
2023 01 04 16 54 00.000,12.62,13.97
2023 01 04 16 55 00.000,12.62,13.99
2023 01 04 16 56 00.000,12.64,14
2023 01 05 10 03 00.000,12.64,14.11
2023 01 05 10 04 00.000,12.64,14.18
2023 01 05 10 05 00.000,12.64,14.21
2023 01 05 10 06 00.000,12.64,14.16
2023 01 05 10 07 00.000,12.64,14.15
2023 01 05 10 08 00.000,12.64,14.09
2023 01 05 10 09 00.000,12.68,14.12
2023 01 05 10 10 00.000,12.68,14.1
2023 01 05 10 11 00.000,12.68,14.11
2023 01 05 10 12 00.000,12.71,14.15
2023 01 05 10 13 00.000,12.7,14.12
2023 01 05 10 14 00.000,12.72,14.15
2023 01 05 10 15 00.000,12.69,14.12
2023 01 05 10 16 00.000,12.69,14.1
2023 01 05 10 17 00.000,12.69,14.1
2023 01 05 10 18 00.000,12.71,14.09
2023 01 05 10 19 00.000,12.7,14.09
2023 01 05 10 20 00.000,12.7,14.09
2023 01 05 10 21 00.000,12.7,14.11
2023 01 05 10 22 00.000,12.71,14.08
2023 01 05 10 23 00.000,12.69,14.08
2023 01 05 10 24 00.000,12.7,14.11
2023 01 05 10 25 00.000,12.7,14.09
2023 01 05 10 26 00.000,12.7,14.16
2023 01 05 10 27 00.000,12.7,14.18
2023 01 05 10 28 00.000,12.7,14.16
2023 01 05 10 29 00.000,12.73,14.12
2023 01 05 10 30 00.000,12.74,14.13
2023 01 05 10 31 00.000,12.74,14.14
2023 01 05 10 32 00.000,12.74,14.14
2023 01 05 10 33 00.000,12.74,14.15
2023 01 05 10 34 00.000,12.74,14.16
2023 01 05 10 35 00.000,12.75,14.15
2023 01 05 10 36 00.000,12.73,14.14
2023 01 05 10 37 00.000,12.73,14.12
2023 01 05 10 38 00.000,12.69,14.08
2023 01 05 10 39 00.000,12.72,14.14
2023 01 05 10 40 00.000,12.73,14.16
2023 01 05 10 41 00.000,12.73,14.17
2023 01 05 10 42 00.000,12.75,14.18
2023 01 05 10 43 00.000,12.75,14.21
2023 01 05 10 44 00.000,12.78,14.23
2023 01 05 10 45 00.000,12.78,14.22
2023 01 05 10 46 00.000,12.78,14.22
2023 01 05 10 47 00.000,12.78,14.2
2023 01 05 10 48 00.000,12.78,14.2
2023 01 05 10 49 00.000,12.79,14.2
2023 01 05 10 50 00.000,12.77,14.18
2023 01 05 10 51 00.000,12.77,14.23
2023 01 05 10 52 00.000,12.81,14.22
2023 01 05 10 53 00.000,12.81,14.21
2023 01 05 10 54 00.000,12.79,14.2
2023 01 05 10 55 00.000,12.78,14.19
2023 01 05 10 56 00.000,12.79,14.22
2023 01 05 10 57 00.000,12.79,14.22
2023 01 05 10 58 00.000,12.79,14.27
2023 01 05 10 59 00.000,12.79,14.28
2023 01 05 11 00 00.000,12.83,14.27
2023 01 05 11 01 00.000,12.83,14.27
2023 01 05 11 02 00.000,12.83,14.32
2023 01 05 11 03 00.000,12.83,14.31
2023 01 05 11 04 00.000,12.86,14.32
2023 01 05 11 05 00.000,12.86,14.34
2023 01 05 11 06 00.000,12.86,14.33
2023 01 05 11 07 00.000,12.88,14.35
2023 01 05 11 08 00.000,12.88,14.34
2023 01 05 11 09 00.000,12.89,14.34
2023 01 05 11 10 00.000,12.88,14.3
2023 01 05 11 11 00.000,12.86,14.29
2023 01 05 11 12 00.000,12.86,14.31
2023 01 05 11 13 00.000,12.86,14.3
2023 01 05 11 14 00.000,12.86,14.3
2023 01 05 11 15 00.000,12.85,14.27
2023 01 05 11 16 00.000,12.86,14.28
2023 01 05 11 17 00.000,12.86,14.28
2023 01 05 11 18 00.000,12.86,14.3
2023 01 05 11 19 00.000,12.86,14.3
2023 01 05 11 20 00.000,12.86,14.29
2023 01 05 11 21 00.000,12.86,14.29
2023 01 05 11 22 00.000,12.86,14.29
2023 01 05 11 23 00.000,12.85,14.29
2023 01 05 11 24 00.000,12.85,14.29
2023 01 05 11 25 00.000,12.85,14.28
2023 01 05 11 26 00.000,12.85,14.3
2023 01 05 11 27 00.000,12.86,14.3
2023 01 05 11 28 00.000,12.86,14.26
2023 01 05 11 29 00.000,12.83,14.27
2023 01 05 11 30 00.000,12.83,14.27
2023 01 05 11 31 00.000,12.82,14.25
2023 01 05 11 32 00.000,12.82,14.21
2023 01 05 11 33 00.000,12.8,14.23
2023 01 05 11 34 00.000,12.85,14.3
2023 01 05 11 35 00.000,12.84,14.29
2023 01 05 11 36 00.000,12.88,14.35
2023 01 05 11 37 00.000,12.89,14.36
2023 01 05 11 38 00.000,12.89,14.38
2023 01 05 11 39 00.000,12.89,14.34
2023 01 05 11 40 00.000,12.91,14.38
2023 01 05 11 41 00.000,12.92,14.41
2023 01 05 11 42 00.000,12.93,14.4
2023 01 05 11 43 00.000,12.91,14.39
2023 01 05 11 44 00.000,12.91,14.4
2023 01 05 11 45 00.000,12.91,14.35
2023 01 05 11 46 00.000,12.89,14.36
2023 01 05 11 47 00.000,12.89,14.34
2023 01 05 11 48 00.000,12.85,14.3
2023 01 05 11 49 00.000,12.84,14.31
2023 01 05 11 50 00.000,12.84,14.32
2023 01 05 11 51 00.000,12.86,14.32
2023 01 05 11 52 00.000,12.87,14.31
2023 01 05 11 53 00.000,12.87,14.3
2023 01 05 11 54 00.000,12.86,14.29
2023 01 05 11 55 00.000,12.86,14.23
2023 01 05 11 56 00.000,12.83,14.25
2023 01 05 11 57 00.000,12.83,14.25
2023 01 05 11 58 00.000,12.84,14.28
2023 01 05 11 59 00.000,12.84,14.28
2023 01 05 12 00 00.000,12.81,14.26
2023 01 05 12 01 00.000,12.84,14.3
2023 01 05 12 02 00.000,12.85,14.32
2023 01 05 12 03 00.000,12.84,14.32
2023 01 05 12 04 00.000,12.87,14.37
2023 01 05 12 05 00.000,12.87,14.35
2023 01 05 12 06 00.000,12.88,14.36
2023 01 05 12 07 00.000,12.88,14.4
2023 01 05 12 08 00.000,12.92,14.41
2023 01 05 12 09 00.000,12.92,14.4
2023 01 05 12 10 00.000,12.92,14.4
2023 01 05 12 11 00.000,12.92,14.41
2023 01 05 12 12 00.000,12.95,14.43
2023 01 05 12 13 00.000,12.97,14.43
2023 01 05 12 14 00.000,12.97,14.43
2023 01 05 12 15 00.000,12.97,14.44
2023 01 05 12 16 00.000,12.97,14.44
2023 01 05 12 17 00.000,12.94,14.41
2023 01 05 12 18 00.000,12.94,14.39
2023 01 05 12 19 00.000,12.94,14.42
2023 01 05 12 20 00.000,12.95,14.41
2023 01 05 12 21 00.000,12.95,14.44
2023 01 05 12 22 00.000,12.96,14.44
2023 01 05 12 23 00.000,12.96,14.45
2023 01 05 12 24 00.000,12.96,14.44
2023 01 05 12 25 00.000,12.96,14.44
2023 01 05 12 26 00.000,12.96,14.46
2023 01 05 12 27 00.000,12.96,14.46
2023 01 05 12 28 00.000,12.96,14.44
2023 01 05 12 29 00.000,12.96,14.44
2023 01 05 12 30 00.000,12.96,14.45
2023 01 05 12 31 00.000,12.96,14.44
2023 01 05 12 32 00.000,12.96,14.42
2023 01 05 12 33 00.000,12.96,14.42
2023 01 05 12 34 00.000,12.96,14.42
2023 01 05 12 35 00.000,12.96,14.42
2023 01 05 12 36 00.000,12.95,14.4
2023 01 05 12 37 00.000,12.95,14.4
2023 01 05 12 38 00.000,12.95,14.41
2023 01 05 12 39 00.000,12.95,14.39
2023 01 05 12 40 00.000,12.95,14.4
2023 01 05 12 41 00.000,12.95,14.41
2023 01 05 12 42 00.000,12.96,14.42
2023 01 05 12 43 00.000,12.97,14.45
2023 01 05 12 44 00.000,12.97,14.45
2023 01 05 12 45 00.000,12.98,14.46
2023 01 05 12 46 00.000,12.98,14.46
2023 01 05 12 47 00.000,12.98,14.45
2023 01 05 12 48 00.000,12.97,14.46
2023 01 05 12 49 00.000,12.97,14.43
2023 01 05 12 50 00.000,12.96,14.44
2023 01 05 12 51 00.000,12.97,14.43
2023 01 05 12 52 00.000,12.97,14.42
2023 01 05 12 53 00.000,12.97,14.39
2023 01 05 12 54 00.000,12.97,14.4
2023 01 05 12 55 00.000,12.97,14.39
2023 01 05 12 56 00.000,12.95,14.4
2023 01 05 12 57 00.000,12.95,14.4
2023 01 05 12 58 00.000,12.92,14.38
2023 01 05 12 59 00.000,12.92,14.39
2023 01 05 13 00 00.000,12.92,14.39
2023 01 05 13 01 00.000,12.92,14.38
2023 01 05 13 02 00.000,12.92,14.37
2023 01 05 13 03 00.000,12.92,14.36
2023 01 05 13 04 00.000,12.92,14.35
2023 01 05 13 05 00.000,12.9,14.35
2023 01 05 13 06 00.000,12.9,14.35
2023 01 05 13 07 00.000,12.9,14.37
2023 01 05 13 08 00.000,12.9,14.35
2023 01 05 13 09 00.000,12.9,14.36
2023 01 05 13 10 00.000,12.9,14.36
2023 01 05 13 11 00.000,12.91,14.36
2023 01 05 13 12 00.000,12.91,14.38
2023 01 05 13 13 00.000,12.91,14.38
2023 01 05 13 14 00.000,12.91,14.36
2023 01 05 13 15 00.000,12.91,14.36
2023 01 05 13 16 00.000,12.91,14.35
2023 01 05 13 17 00.000,12.91,14.34
2023 01 05 13 18 00.000,12.91,14.35
2023 01 05 13 19 00.000,12.91,14.34
2023 01 05 13 20 00.000,12.91,14.34
2023 01 05 13 21 00.000,12.91,14.34
2023 01 05 13 22 00.000,12.91,14.35
2023 01 05 13 23 00.000,12.91,14.35
2023 01 05 13 24 00.000,12.91,14.34
2023 01 05 13 25 00.000,12.91,14.35
2023 01 05 13 26 00.000,12.92,14.34
2023 01 05 13 27 00.000,12.92,14.32
2023 01 05 13 28 00.000,12.89,14.3
2023 01 05 13 29 00.000,12.89,14.31
2023 01 05 13 30 00.000,12.89,14.3
2023 01 05 13 31 00.000,12.89,14.3
2023 01 05 13 32 00.000,12.89,14.31
2023 01 05 13 33 00.000,12.89,14.33
2023 01 05 13 34 00.000,12.89,14.35
2023 01 05 13 35 00.000,12.89,14.35
2023 01 05 13 36 00.000,12.89,14.36
2023 01 05 13 37 00.000,12.89,14.36
2023 01 05 13 38 00.000,12.93,14.32
2023 01 05 13 39 00.000,12.93,14.32
2023 01 05 13 40 00.000,12.93,14.32
2023 01 05 13 41 00.000,12.93,14.31
2023 01 05 13 42 00.000,12.93,14.31
2023 01 05 13 43 00.000,12.93,14.3
2023 01 05 13 44 00.000,12.93,14.3
2023 01 05 13 45 00.000,12.93,14.3
2023 01 05 13 46 00.000,12.93,14.32
2023 01 05 13 47 00.000,12.93,14.32
2023 01 05 13 48 00.000,12.93,14.33
2023 01 05 13 49 00.000,12.93,14.33
2023 01 05 13 50 00.000,12.93,14.31
2023 01 05 13 51 00.000,12.92,14.31
2023 01 05 13 52 00.000,12.92,14.32
2023 01 05 13 53 00.000,12.92,14.32
2023 01 05 13 54 00.000,12.92,14.31
2023 01 05 13 55 00.000,12.92,14.32
2023 01 05 13 56 00.000,12.92,14.3
2023 01 05 13 57 00.000,12.92,14.3
2023 01 05 13 58 00.000,12.92,14.3
2023 01 05 13 59 00.000,12.92,14.3
2023 01 05 14 00 00.000,12.92,14.3
2023 01 05 14 01 00.000,12.92,14.3
2023 01 05 14 02 00.000,12.92,14.3
2023 01 05 14 03 00.000,12.92,14.3
2023 01 05 14 04 00.000,12.92,14.29
2023 01 05 14 05 00.000,12.92,14.29
2023 01 05 14 06 00.000,12.91,14.3
2023 01 05 14 07 00.000,12.91,14.3
2023 01 05 14 08 00.000,12.91,14.3
2023 01 05 14 09 00.000,12.91,14.29
2023 01 05 14 10 00.000,12.91,14.3
2023 01 05 14 11 00.000,12.91,14.3
2023 01 05 14 12 00.000,12.91,14.3
2023 01 05 14 13 00.000,12.91,14.29
2023 01 05 14 14 00.000,12.91,14.3
2023 01 05 14 15 00.000,12.91,14.3
2023 01 05 14 16 00.000,12.91,14.3
2023 01 05 14 17 00.000,12.91,14.29
2023 01 05 14 18 00.000,12.91,14.3
2023 01 05 14 19 00.000,12.91,14.28
2023 01 05 14 20 00.000,12.91,14.27
2023 01 05 14 21 00.000,12.91,14.25
2023 01 05 14 22 00.000,12.91,14.25
2023 01 05 14 23 00.000,12.91,14.26
2023 01 05 14 24 00.000,12.91,14.26
2023 01 05 14 25 00.000,12.91,14.27
2023 01 05 14 26 00.000,12.91,14.27
2023 01 05 14 27 00.000,12.91,14.27
2023 01 05 14 28 00.000,12.91,14.25
2023 01 05 14 29 00.000,12.91,14.26
2023 01 05 14 30 00.000,12.91,14.28
2023 01 05 14 31 00.000,12.89,14.29
2023 01 05 14 32 00.000,12.89,14.3
2023 01 05 14 33 00.000,12.89,14.32
2023 01 05 14 34 00.000,12.89,14.32
2023 01 05 14 35 00.000,12.89,14.31
2023 01 05 14 36 00.000,12.9,14.31
2023 01 05 14 37 00.000,12.9,14.33
2023 01 05 14 38 00.000,12.9,14.34
2023 01 05 14 39 00.000,12.9,14.34
2023 01 05 14 40 00.000,12.9,14.37
2023 01 05 14 41 00.000,12.9,14.38
2023 01 05 14 42 00.000,12.9,14.36
2023 01 05 14 43 00.000,12.9,14.38
2023 01 05 14 44 00.000,12.9,14.38
2023 01 05 14 45 00.000,12.9,14.38
2023 01 05 14 46 00.000,12.9,14.42
2023 01 05 14 47 00.000,12.9,14.4
2023 01 05 14 48 00.000,12.95,14.45
2023 01 05 14 49 00.000,12.95,14.46
2023 01 05 14 50 00.000,12.97,14.46
2023 01 05 14 51 00.000,12.97,14.47
2023 01 05 14 52 00.000,12.97,14.47
2023 01 05 14 53 00.000,12.97,14.46
2023 01 05 14 54 00.000,12.97,14.48
2023 01 05 14 55 00.000,12.97,14.47
2023 01 05 14 56 00.000,12.98,14.47
2023 01 05 14 57 00.000,12.98,14.47
2023 01 05 14 58 00.000,12.98,14.47
2023 01 05 14 59 00.000,12.98,14.47
2023 01 05 15 00 00.000,12.98,14.45
2023 01 05 15 01 00.000,12.98,14.45
2023 01 05 15 02 00.000,12.95,14.43
2023 01 05 15 03 00.000,12.95,14.44
2023 01 05 15 04 00.000,12.95,14.46
2023 01 05 15 05 00.000,12.95,14.46
2023 01 05 15 06 00.000,12.95,14.46
2023 01 05 15 07 00.000,12.95,14.46
2023 01 05 15 08 00.000,12.95,14.46
2023 01 05 15 09 00.000,12.95,14.45
2023 01 05 15 10 00.000,12.98,14.46
2023 01 05 15 11 00.000,12.98,14.47
2023 01 05 15 12 00.000,12.98,14.46
2023 01 05 15 13 00.000,12.97,14.46
2023 01 05 15 14 00.000,12.97,14.44
2023 01 05 15 15 00.000,12.97,14.45
2023 01 05 15 16 00.000,12.97,14.46
2023 01 05 15 17 00.000,12.97,14.45
2023 01 05 15 18 00.000,12.97,14.46
2023 01 05 15 19 00.000,12.97,14.45
2023 01 05 15 20 00.000,12.98,14.49
2023 01 05 15 21 00.000,13,14.49
2023 01 05 15 22 00.000,13,14.5
2023 01 05 15 23 00.000,13,14.5
2023 01 05 15 24 00.000,13,14.49
2023 01 05 15 25 00.000,13,14.47
2023 01 05 15 26 00.000,13,14.49
2023 01 05 15 27 00.000,13,14.49
2023 01 05 15 28 00.000,13,14.51
2023 01 05 15 29 00.000,13,14.49
2023 01 05 15 30 00.000,13,14.48
2023 01 05 15 31 00.000,13,14.48
2023 01 05 15 32 00.000,13,14.48
2023 01 05 15 33 00.000,13,14.48
2023 01 05 15 34 00.000,13,14.48
2023 01 05 15 35 00.000,12.99,14.47
2023 01 05 15 36 00.000,12.98,14.46
2023 01 05 15 37 00.000,12.98,14.46
2023 01 05 15 38 00.000,12.98,14.47
